Wavelength, W/m2 
715.875, 0.0105 
716.209, 0.0122 
716.542, 0.0124 
716.876, 0.0115 
717.21, 0.0129 
717.543, 0.0124 
717.877, 0.0108 
718.21, 0.0102 
718.543, 0.0124 
718.877, 0.0127 
719.21, 0.0106 
719.543, 0.0127 
719.876, 0.0121 
720.209, 0.0116 
720.542, 0.0133 
720.875, 0.0105 
721.208, 0.0131 
721.541, 0.0110 
721.874, 0.0115 
722.207, 0.0108 
722.54, 0.0127 
722.872, 0.0115 
723.205, 0.0110 
723.538, 0.0113 
723.87, 0.0106 
724.203, 0.0125 
724.535, 0.0127 
724.868, 0.0120 
725.2, 0.0137 
725.532, 0.0142 
725.865, 0.0106 
726.197, 0.0151 
726.529, 0.0123 
726.861, 0.0110 
727.193, 0.0130 
727.525, 0.0128 
727.857, 0.0141 
728.189, 0.0133 
728.521, 0.0150 
728.853, 0.0145 
729.184, 0.0132 
729.516, 0.0149 
729.848, 0.0132 
730.179, 0.0135 
730.511, 0.0135 
730.842, 0.0124 
731.174, 0.0115 
731.505, 0.0117 
731.836, 0.0109 
732.168, 0.0118 
732.499, 0.0144 
732.83, 0.0131 
733.161, 0.0114 
733.492, 0.0136 
733.823, 0.0139 
734.154, 0.0125 
734.485, 0.0123 
734.816, 0.0140 
735.147, 0.0089 
735.478, 0.0122 
735.808, 0.0111 
736.139, 0.0153 
736.47, 0.0117 
736.8, 0.0122 
737.131, 0.0129 
737.461, 0.0125 
737.792, 0.0143 
738.122, 0.0123 
738.452, 0.0126 
738.782, 0.0138 
739.113, 0.0122 
739.443, 0.0135 
739.773, 0.0143 
740.103, 0.0121 
740.433, 0.0124 
740.763, 0.0148 
741.093, 0.0133 
741.423, 0.0144 
741.752, 0.0148 
742.082, 0.0135 
742.412, 0.0137 
742.742, 0.0129 
743.071, 0.0167 
743.401, 0.0123 
743.73, 0.0135 
744.06, 0.0165 
744.389, 0.0157 
744.718, 0.0144 
745.048, 0.0131 
745.377, 0.0130 
745.706, 0.0156 
746.035, 0.0166 
746.364, 0.0130 
746.693, 0.0173 
747.022, 0.0158 
747.351, 0.0156 
747.68, 0.0148 
748.009, 0.0130 
748.338, 0.0166 
748.666, 0.0132 
748.995, 0.0157 
749.323, 0.0172 
749.652, 0.0159 
749.981, 0.0096 
750.309, 0.0140 
750.637, 0.0140 
750.966, 0.0155 
751.294, 0.0155 
751.622, 0.0164 
751.95, 0.0136 
752.279, 0.0146 
752.607, 0.0171 
752.935, 0.0169 
753.263, 0.0172 
753.591, 0.0141 
753.919, 0.0144 
754.246, 0.0122 
754.574, 0.0097 
754.902, 0.0148 
755.23, 0.0157 
755.557, 0.0130 
755.885, 0.0149 
756.212, 0.0162 
756.54, 0.0129 
756.867, 0.0160 
757.195, 0.0150 
757.522, 0.0147 
757.849, 0.0150 
758.176, 0.0167 
758.503, 0.0146 
758.831, 0.0149 
759.158, 0.0172 
759.485, 0.0127 
759.812, 0.0144 
760.138, 0.0150 
760.465, 0.0141 
760.792, 0.0185 
761.119, 0.0157 
761.446, 0.0178 
761.772, 0.0134 
762.099, 0.0175 
762.425, 0.0153 
762.752, 0.0172 
763.078, 0.0133 
763.405, 0.0181 
763.731, 0.0155 
764.057, 0.0137 
764.383, 0.0181 
764.71, 0.0147 
765.036, 0.0165 
765.362, 0.0137 
765.688, 0.0181 
766.014, 0.0178 
766.34, 0.0152 
766.665, 0.0169 
766.991, 0.0137 
767.317, 0.0158 
767.643, 0.0152 
767.968, 0.0174 
768.294, 0.0174 
768.619, 0.0184 
768.945, 0.0145 
769.27, 0.0178 
769.596, 0.0145 
769.921, 0.0183 
770.246, 0.0169 
770.572, 0.0165 
770.897, 0.0193 
771.222, 0.0174 
771.547, 0.0176 
771.872, 0.0175 
772.197, 0.0199 
772.522, 0.0151 
772.847, 0.0147 
773.171, 0.0159 
773.496, 0.0207 
773.821, 0.0165 
774.146, 0.0193 
774.47, 0.0208 
774.795, 0.0170 
775.119, 0.0197 
775.444, 0.0200 
775.768, 0.0192 
776.092, 0.0169 
776.417, 0.0182 
776.741, 0.0211 
777.065, 0.0201 
777.389, 0.0184 
777.713, 0.0212 
