Wavelength, W/m2 
870.969,0.1525
871.277,0.1442
871.585,0.1386
871.893,0.1442
872.201,0.1503
872.509,0.1413
872.817,0.1465
873.124,0.1463
873.432,0.1373
873.739,0.1437
874.047,0.1268
874.354,0.1438
874.662,0.1364
874.969,0.1322
875.276,0.1402
875.584,0.1349
875.891,0.1325
876.198,0.1417
876.505,0.1296
876.812,0.1447
877.119,0.1294
877.426,0.1325
877.733,0.1258
878.04,0.1402
878.346,0.1407
878.653,0.1388
878.96,0.1398
879.266,0.1308
879.573,0.1377
879.879,0.1384
880.185,0.1513
880.492,0.1437
880.798,0.1309
881.104,0.1441
881.411,0.1425
881.717,0.1353
882.023,0.1375
882.329,0.1376
882.635,0.1389
882.941,0.1454
883.246,0.1489
883.552,0.1472
883.858,0.1554
884.164,0.1598
884.469,0.1442
884.775,0.1365
